continent,location,date,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,total_deaths_per_million
Europe,Lithuania,2020-06-07,1714.0,5.571000000000001,71.0,0.14300000000000002,629.617,26.081
Europe,Lithuania,2020-06-08,1720.0,6.0,71.0,0.14300000000000002,631.821,26.081
Europe,Lithuania,2020-06-09,1727.0,6.428999999999999,72.0,0.14300000000000002,634.3919999999999,26.448
Europe,Lithuania,2020-06-10,1733.0,7.0,74.0,0.429,636.596,27.183000000000003
Europe,Lithuania,2020-06-11,1752.0,9.286,74.0,0.429,643.576,27.183000000000003
Europe,Lithuania,2020-06-12,1756.0,8.857000000000001,74.0,0.429,645.045,27.183000000000003
Europe,Lithuania,2020-06-13,1763.0,8.286,75.0,0.5710000000000001,647.616,27.55
Europe,Lithuania,2020-06-14,1768.0,7.7139999999999995,75.0,0.5710000000000001,649.453,27.55
Europe,Lithuania,2020-06-15,1773.0,7.571000000000001,76.0,0.7140000000000001,651.29,27.918000000000003
Europe,Lithuania,2020-06-16,1776.0,7.0,76.0,0.5710000000000001,652.3919999999999,27.918000000000003
Europe,Lithuania,2020-06-17,1778.0,6.428999999999999,76.0,0.28600000000000003,653.126,27.918000000000003
Europe,Lithuania,2020-06-18,1784.0,4.571000000000001,76.0,0.28600000000000003,655.33,27.918000000000003
Europe,Lithuania,2020-06-19,1792.0,5.143,76.0,0.28600000000000003,658.2689999999999,27.918000000000003
Europe,Lithuania,2020-06-20,1795.0,4.571000000000001,76.0,0.14300000000000002,659.3710000000001,27.918000000000003
Europe,Lithuania,2020-06-21,1798.0,4.2860000000000005,76.0,0.14300000000000002,660.4730000000001,27.918000000000003
Europe,Lithuania,2020-06-22,1801.0,4.0,76.0,0.0,661.575,27.918000000000003
Europe,Lithuania,2020-06-23,1803.0,3.8569999999999998,77.0,0.14300000000000002,662.31,28.285
Europe,Lithuania,2020-06-24,1804.0,3.714,78.0,0.28600000000000003,662.677,28.651999999999997
Europe,Lithuania,2020-06-25,1806.0,3.1430000000000002,78.0,0.28600000000000003,663.4119999999999,28.651999999999997
Europe,Lithuania,2020-06-26,1808.0,2.286,78.0,0.28600000000000003,664.1460000000001,28.651999999999997
Europe,Lithuania,2020-06-27,1813.0,2.571,78.0,0.28600000000000003,665.9830000000001,28.651999999999997
Europe,Lithuania,2020-06-28,1815.0,2.4290000000000003,78.0,0.28600000000000003,666.7180000000001,28.651999999999997
Europe,Lithuania,2020-06-29,1816.0,2.1430000000000002,78.0,0.28600000000000003,667.085,28.651999999999997
Europe,Lithuania,2020-06-30,1817.0,2.0,78.0,0.14300000000000002,667.453,28.651999999999997
Europe,Lithuania,2020-07-01,1818.0,2.0,78.0,0.0,667.82,28.651999999999997
Europe,Lithuania,2020-07-02,1825.0,2.714,78.0,0.0,670.3910000000001,28.651999999999997
Europe,Lithuania,2020-07-03,1828.0,2.8569999999999998,79.0,0.14300000000000002,671.493,29.02
Europe,Lithuania,2020-07-04,1831.0,2.571,79.0,0.14300000000000002,672.595,29.02
Europe,Lithuania,2020-07-05,1836.0,3.0,79.0,0.14300000000000002,674.432,29.02
Europe,Lithuania,2020-07-06,1841.0,3.571,79.0,0.14300000000000002,676.2689999999999,29.02
Europe,Lithuania,2020-07-07,1844.0,3.8569999999999998,79.0,0.14300000000000002,677.3710000000001,29.02
Europe,Lithuania,2020-07-08,1854.0,5.143,79.0,0.14300000000000002,681.044,29.02
Europe,Lithuania,2020-07-09,1857.0,4.571000000000001,79.0,0.14300000000000002,682.1460000000001,29.02
Europe,Lithuania,2020-07-10,1861.0,4.7139999999999995,79.0,0.0,683.615,29.02
Europe,Lithuania,2020-07-11,1865.0,4.857,79.0,0.0,685.085,29.02
Europe,Lithuania,2020-07-12,1869.0,4.7139999999999995,79.0,0.0,686.554,29.02
Europe,Lithuania,2020-07-13,1874.0,4.7139999999999995,79.0,0.0,688.3910000000001,29.02
Europe,Lithuania,2020-07-14,1875.0,4.428999999999999,79.0,0.0,688.758,29.02
Europe,Lithuania,2020-07-15,1882.0,4.0,79.0,0.0,691.329,29.02
Europe,Lithuania,2020-07-16,1902.0,6.428999999999999,79.0,0.0,698.676,29.02
Europe,Lithuania,2020-07-17,1908.0,6.7139999999999995,79.0,0.0,700.88,29.02
Europe,Lithuania,2020-07-18,1915.0,7.143,80.0,0.14300000000000002,703.452,29.386999999999997
Europe,Lithuania,2020-07-19,1932.0,9.0,80.0,0.14300000000000002,709.696,29.386999999999997
Europe,Lithuania,2020-07-20,1947.0,10.429,80.0,0.14300000000000002,715.206,29.386999999999997
Europe,Lithuania,2020-07-21,1949.0,10.571,80.0,0.14300000000000002,715.941,29.386999999999997
Europe,Lithuania,2020-07-22,1951.0,9.857000000000001,80.0,0.14300000000000002,716.676,29.386999999999997
Europe,Lithuania,2020-07-23,1960.0,8.286,80.0,0.14300000000000002,719.982,29.386999999999997
Europe,Lithuania,2020-07-24,1986.0,11.142999999999999,80.0,0.14300000000000002,729.533,29.386999999999997
Europe,Lithuania,2020-07-25,2001.0,12.286,80.0,0.0,735.043,29.386999999999997
Europe,Lithuania,2020-07-26,2008.0,10.857000000000001,80.0,0.0,737.6139999999999,29.386999999999997
Europe,Lithuania,2020-07-27,2019.0,10.286,80.0,0.0,741.655,29.386999999999997
Europe,Lithuania,2020-07-28,2027.0,11.142999999999999,80.0,0.0,744.5930000000001,29.386999999999997
Europe,Lithuania,2020-07-29,2043.0,13.142999999999999,80.0,0.0,750.471,29.386999999999997
Europe,Lithuania,2020-07-30,2062.0,14.571,80.0,0.0,757.45,29.386999999999997
Europe,Lithuania,2020-07-31,2075.0,12.714,80.0,0.0,762.2260000000001,29.386999999999997
Europe,Lithuania,2020-08-01,2093.0,13.142999999999999,80.0,0.0,768.8380000000001,29.386999999999997
Europe,Lithuania,2020-08-02,2110.0,14.571,80.0,0.0,775.082,29.386999999999997
Europe,Lithuania,2020-08-03,2120.0,14.429,80.0,0.0,778.7560000000001,29.386999999999997
Europe,Lithuania,2020-08-04,2137.0,15.714,80.0,0.0,785.0010000000001,29.386999999999997
Europe,Lithuania,2020-08-05,2147.0,14.857000000000001,81.0,0.14300000000000002,788.674,29.754
Europe,Lithuania,2020-08-06,2171.0,15.571,81.0,0.14300000000000002,797.49,29.754
Europe,Lithuania,2020-08-07,2194.0,17.0,81.0,0.14300000000000002,805.939,29.754
Europe,Lithuania,2020-08-08,2231.0,19.714000000000002,81.0,0.14300000000000002,819.53,29.754
Europe,Lithuania,2020-08-09,2252.0,20.285999999999998,81.0,0.14300000000000002,827.2439999999999,29.754
Europe,Lithuania,2020-08-10,2265.0,20.714000000000002,81.0,0.14300000000000002,832.02,29.754
Europe,Lithuania,2020-08-11,2283.0,20.857,81.0,0.14300000000000002,838.632,29.754
Europe,Lithuania,2020-08-12,2309.0,23.143,81.0,0.0,848.183,29.754
Europe,Lithuania,2020-08-13,2330.0,22.714000000000002,81.0,0.0,855.8969999999999,29.754
Europe,Lithuania,2020-08-14,2352.0,22.570999999999998,81.0,0.0,863.9780000000001,29.754
Europe,Lithuania,2020-08-15,2386.0,22.143,81.0,0.0,876.4680000000001,29.754
Europe,Lithuania,2020-08-16,2416.0,23.429000000000002,81.0,0.0,887.488,29.754
Europe,Lithuania,2020-08-17,2436.0,24.429000000000002,81.0,0.0,894.835,29.754
Europe,Lithuania,2020-08-18,2474.0,27.285999999999998,81.0,0.0,908.793,29.754
Europe,Lithuania,2020-08-19,2496.0,26.714000000000002,81.0,0.0,916.875,29.754
Europe,Lithuania,2020-08-20,2528.0,28.285999999999998,82.0,0.14300000000000002,928.63,30.122
Europe,Lithuania,2020-08-21,2564.0,30.285999999999998,83.0,0.28600000000000003,941.8539999999999,30.489
Europe,Lithuania,2020-08-22,2594.0,29.714000000000002,84.0,0.429,952.8739999999999,30.855999999999998
Europe,Lithuania,2020-08-23,2635.0,31.285999999999998,84.0,0.429,967.935,30.855999999999998
Europe,Lithuania,2020-08-24,2673.0,33.857,85.0,0.5710000000000001,981.8939999999999,31.224
Europe,Lithuania,2020-08-25,2694.0,31.429000000000002,85.0,0.5710000000000001,989.6080000000001,31.224
Europe,Lithuania,2020-08-26,2726.0,32.857,85.0,0.5710000000000001,1001.362,31.224
Europe,Lithuania,2020-08-27,2762.0,33.429,85.0,0.429,1014.587,31.224
Europe,Lithuania,2020-08-28,2810.0,35.143,86.0,0.429,1032.219,31.590999999999998
Europe,Lithuania,2020-08-29,2839.0,35.0,86.0,0.28600000000000003,1042.872,31.590999999999998
Europe,Lithuania,2020-08-30,2874.0,34.143,86.0,0.28600000000000003,1055.728,31.590999999999998
Europe,Lithuania,2020-08-31,2906.0,33.286,86.0,0.14300000000000002,1067.483,31.590999999999998
Europe,Lithuania,2020-09-01,2929.0,33.571,86.0,0.14300000000000002,1075.932,31.590999999999998
Europe,Lithuania,2020-09-02,2958.0,33.143,86.0,0.14300000000000002,1086.585,31.590999999999998
Europe,Lithuania,2020-09-03,2978.0,30.857,86.0,0.14300000000000002,1093.932,31.590999999999998
Europe,Lithuania,2020-09-04,3004.0,27.714000000000002,86.0,0.0,1103.482,31.590999999999998
Europe,Lithuania,2020-09-05,3040.0,28.714000000000002,86.0,0.0,1116.7060000000001,31.590999999999998
Europe,Lithuania,2020-09-06,3083.0,29.857,86.0,0.0,1132.502,31.590999999999998
Europe,Lithuania,2020-09-07,3100.0,27.714000000000002,86.0,0.0,1138.747,31.590999999999998
Europe,Lithuania,2020-09-08,3131.0,28.857,86.0,0.0,1150.134,31.590999999999998
Europe,Lithuania,2020-09-09,3163.0,29.285999999999998,86.0,0.0,1161.889,31.590999999999998
Europe,Lithuania,2020-09-10,3199.0,31.570999999999998,86.0,0.0,1175.113,31.590999999999998
Europe,Lithuania,2020-09-11,3243.0,34.143,86.0,0.0,1191.276,31.590999999999998
Europe,Lithuania,2020-09-12,3296.0,36.571,86.0,0.0,1210.745,31.590999999999998
Europe,Lithuania,2020-09-13,3335.0,36.0,87.0,0.14300000000000002,1225.0710000000001,31.958000000000002
Europe,Lithuania,2020-09-14,3386.0,40.857,87.0,0.14300000000000002,1243.805,31.958000000000002
Europe,Lithuania,2020-09-15,3397.0,38.0,87.0,0.14300000000000002,1247.846,31.958000000000002
Europe,Lithuania,2020-09-16,3442.0,39.857,87.0,0.14300000000000002,1264.376,31.958000000000002
Europe,Lithuania,2020-09-17,3504.0,43.571000000000005,87.0,0.14300000000000002,1287.151,31.958000000000002
Europe,Lithuania,2020-09-18,3565.0,46.0,87.0,0.14300000000000002,1309.559,31.958000000000002
Europe,Lithuania,2020-09-19,3664.0,52.571000000000005,87.0,0.14300000000000002,1345.925,31.958000000000002
Europe,Lithuania,2020-09-20,3744.0,58.428999999999995,87.0,0.0,1375.3120000000001,31.958000000000002
Europe,Lithuania,2020-09-21,3814.0,61.143,87.0,0.0,1401.026,31.958000000000002
Europe,Lithuania,2020-09-22,3859.0,66.0,87.0,0.0,1417.556,31.958000000000002
Europe,Lithuania,2020-09-23,3932.0,70.0,87.0,0.0,1444.372,31.958000000000002
Europe,Lithuania,2020-09-24,4070.0,80.857,89.0,0.28600000000000003,1495.0639999999999,32.693000000000005
Europe,Lithuania,2020-09-25,4184.0,88.429,89.0,0.28600000000000003,1536.941,32.693000000000005
Europe,Lithuania,2020-09-26,4295.0,90.14299999999999,89.0,0.28600000000000003,1577.715,32.693000000000005
Europe,Lithuania,2020-09-27,4385.0,91.571,91.0,0.5710000000000001,1610.776,33.428000000000004
Europe,Lithuania,2020-09-28,4490.0,96.571,92.0,0.7140000000000001,1649.346,33.795
Europe,Lithuania,2020-09-29,4587.0,104.0,92.0,0.7140000000000001,1684.9779999999998,33.795
Europe,Lithuania,2020-09-30,4693.0,108.714,92.0,0.7140000000000001,1723.9160000000002,33.795
Europe,Lithuania,2020-10-01,4784.0,102.0,92.0,0.429,1757.3429999999998,33.795
Europe,Lithuania,2020-10-02,4956.0,110.286,93.0,0.5710000000000001,1820.525,34.162
Europe,Lithuania,2020-10-03,5081.0,112.286,94.0,0.7140000000000001,1866.443,34.53
Europe,Lithuania,2020-10-04,5185.0,114.286,94.0,0.429,1904.646,34.53
Europe,Lithuania,2020-10-05,5285.0,113.571,94.0,0.28600000000000003,1941.38,34.53
Europe,Lithuania,2020-10-06,5366.0,111.286,99.0,1.0,1971.134,36.366
Europe,Lithuania,2020-10-07,5483.0,112.85700000000001,101.0,1.286,2014.112,37.101
Europe,Lithuania,2020-10-08,5625.0,120.14299999999999,102.0,1.429,2066.274,37.468
Europe,Lithuania,2020-10-09,5758.0,114.571,103.0,1.429,2115.13,37.836
Europe,Lithuania,2020-10-10,5963.0,126.0,103.0,1.286,2190.4339999999997,37.836
Europe,Lithuania,2020-10-11,6122.0,133.857,103.0,1.286,2248.841,37.836
Europe,Lithuania,2020-10-12,6248.0,137.571,103.0,1.286,2295.126,37.836
Europe,Lithuania,2020-10-13,6366.0,142.857,106.0,1.0,2338.472,38.938
Europe,Lithuania,2020-10-14,6505.0,146.0,109.0,1.143,2389.531,40.04
Europe,Lithuania,2020-10-15,6760.0,162.143,110.0,1.143,2483.203,40.407
Europe,Lithuania,2020-10-16,7041.0,183.28599999999997,112.0,1.286,2586.424,41.141999999999996
Europe,Lithuania,2020-10-17,7269.0,186.571,113.0,1.429,2670.177,41.50899999999999
Europe,Lithuania,2020-10-18,7521.0,199.857,113.0,1.429,2762.7470000000003,41.50899999999999
Europe,Lithuania,2020-10-19,7726.0,211.143,113.0,1.429,2838.051,41.50899999999999
Europe,Lithuania,2020-10-20,7928.0,223.143,118.0,1.714,2912.2529999999997,43.346000000000004
Europe,Lithuania,2020-10-21,8239.0,247.71400000000003,120.0,1.571,3026.495,44.081
Europe,Lithuania,2020-10-22,8663.0,271.857,125.0,2.1430000000000002,3182.2459999999996,45.917
Europe,Lithuania,2020-10-23,9104.0,294.714,126.0,2.0,3344.242,46.285
Europe,Lithuania,2020-10-24,9578.0,329.85699999999997,129.0,2.286,3518.36,47.387
Europe,Lithuania,2020-10-25,10184.0,380.42900000000003,134.0,3.0,3740.967,49.223
Europe,Lithuania,2020-10-26,10949.0,460.42900000000003,136.0,3.286,4021.98,49.958
Europe,Lithuania,2020-10-27,11362.0,490.57099999999997,141.0,3.286,4173.69,51.795
Europe,Lithuania,2020-10-28,12138.0,557.0,144.0,3.429,4458.744000000001,52.897
Europe,Lithuania,2020-10-29,13088.0,632.143,150.0,3.571,4807.715,55.101000000000006
Europe,Lithuania,2020-10-30,13823.0,674.143,157.0,4.428999999999999,5077.708,57.672
Europe,Lithuania,2020-10-31,14824.0,749.429,165.0,5.143,5445.4130000000005,60.611000000000004
Europe,Lithuania,2020-11-01,15719.0,790.7139999999999,166.0,4.571000000000001,5774.181,60.978
Europe,Lithuania,2020-11-02,16556.0,801.0,170.0,4.857,6081.642,62.446999999999996
Europe,Lithuania,2020-11-03,17453.0,870.143,175.0,4.857,6411.144,64.28399999999999
Europe,Lithuania,2020-11-04,18092.0,850.571,182.0,5.428999999999999,6645.8730000000005,66.855
Europe,Lithuania,2020-11-05,19091.0,857.571,186.0,5.143,7012.843000000001,68.325
Europe,Lithuania,2020-11-06,20747.0,989.143,192.0,5.0,7621.154,70.529
Europe,Lithuania,2020-11-07,22719.0,1127.857,203.0,5.428999999999999,8345.544,74.57
Europe,Lithuania,2020-11-08,24699.0,1282.857,207.0,5.857,9072.873,76.039
Europe,Lithuania,2020-11-09,25755.0,1314.1429999999998,210.0,5.7139999999999995,9460.780999999999,77.141
Europe,Lithuania,2020-11-10,26841.0,1341.1429999999998,221.0,6.571000000000001,9859.71,81.182
Europe,Lithuania,2020-11-11,28262.0,1452.8570000000002,235.0,7.571000000000001,10381.697,86.324
Europe,Lithuania,2020-11-12,29812.0,1531.5710000000001,244.0,8.286,10951.07,89.63
Europe,Lithuania,2020-11-13,31878.0,1590.1429999999998,253.0,8.714,11709.99,92.936
Europe,Lithuania,2020-11-14,33387.0,1524.0,266.0,9.0,12264.302,97.712
Europe,Lithuania,2020-11-15,34758.0,1437.0,277.0,10.0,12767.921999999999,101.75299999999999
Europe,Lithuania,2020-11-16,35911.0,1450.8570000000002,285.0,10.714,13191.463,104.691
Europe,Lithuania,2020-11-17,36876.0,1433.5710000000001,299.0,11.142999999999999,13545.943000000001,109.834
Europe,Lithuania,2020-11-18,38810.0,1506.8570000000002,323.0,12.571,14256.375,118.65
Europe,Lithuania,2020-11-19,40492.0,1525.714,341.0,13.857000000000001,14874.236,125.262
Europe,Lithuania,2020-11-20,42757.0,1554.1429999999998,357.0,14.857000000000001,15706.256000000001,131.14
Europe,Lithuania,2020-11-21,44740.0,1621.8570000000002,374.0,15.429,16434.686999999998,137.384
Europe,Lithuania,2020-11-22,47047.0,1755.5710000000001,386.0,15.571,17282.135,141.792
Europe,Lithuania,2020-11-23,48226.0,1759.286,392.0,15.286,17715.226000000002,143.996
Europe,Lithuania,2020-11-24,49393.0,1788.1429999999998,409.0,15.714,18143.909,150.241
Europe,Lithuania,2020-11-25,51655.0,1835.0,432.0,15.571,18974.827,158.69
Europe,Lithuania,2020-11-26,53757.0,1895.0,449.0,15.429,19746.97,164.935
Europe,Lithuania,2020-11-27,56095.0,1905.4289999999999,471.0,16.285999999999998,20605.806,173.016
Europe,Lithuania,2020-11-28,58212.0,1924.5710000000001,482.0,15.429,21383.46,177.05700000000002
Europe,Lithuania,2020-11-29,60193.0,1878.0,493.0,15.286,22111.156000000003,181.097
Europe,Lithuania,2020-11-30,61325.0,1871.286,506.0,16.285999999999998,22526.982000000004,185.873
Europe,Lithuania,2020-12-01,62515.0,1874.5710000000001,519.0,15.714,22964.113999999998,190.648
Europe,Lithuania,2020-12-02,62515.0,1551.4289999999999,519.0,12.429,22964.113999999998,190.648
Europe,Lithuania,2020-12-03,67066.0,1901.286,564.0,16.429000000000002,24635.867000000002,207.178
Europe,Lithuania,2020-12-04,69582.0,1926.714,590.0,17.0,25560.089,216.729
Europe,Lithuania,2020-12-05,72430.0,2031.1429999999998,611.0,18.429000000000002,26606.267000000003,224.44299999999998
Europe,Lithuania,2020-12-06,74649.0,2065.143,626.0,19.0,27421.389,229.953
Europe,Lithuania,2020-12-07,76036.0,2101.571,637.0,18.714000000000002,27930.886000000002,233.99400000000003
Europe,Lithuania,2020-12-08,77426.0,2130.143,673.0,22.0,28441.485,247.218
Europe,Lithuania,2020-12-09,80556.0,2577.286,704.0,26.429000000000002,29591.252,258.606
Europe,Lithuania,2020-12-10,83883.0,2402.429,735.0,24.429000000000002,30813.385,269.993
Europe,Lithuania,2020-12-11,86949.0,2481.0,764.0,24.857,31939.642000000003,280.64599999999996
Europe,Lithuania,2020-12-12,90252.0,2546.0,791.0,25.714000000000002,33152.958,290.564
Europe,Lithuania,2020-12-13,93101.0,2636.0,815.0,27.0,34199.503,299.38
Europe,Lithuania,2020-12-14,95021.0,2712.143,825.0,26.857,34904.792,303.05400000000003
Europe,Lithuania,2020-12-15,96452.0,2718.0,863.0,27.143,35430.452000000005,317.012
Europe,Lithuania,2020-12-16,99869.0,2759.0,907.0,29.0,36685.645,333.175
Europe,Lithuania,2020-12-17,103028.0,2735.0,933.0,28.285999999999998,37846.064,342.726
Europe,Lithuania,2020-12-18,106210.0,2751.571,972.0,29.714000000000002,39014.933,357.05199999999996
Europe,Lithuania,2020-12-19,109429.0,2739.571,1005.0,30.570999999999998,40197.393,369.17400000000004
Europe,Malta,2020-02-06,,,,,,
Europe,Malta,2020-02-07,,,,,,
Europe,Malta,2020-02-08,,,,,,
Europe,Malta,2020-02-09,,,,,,
Europe,Malta,2020-02-10,,,,,,
Europe,Malta,2020-02-11,,,,,,
Europe,Malta,2020-02-12,,,,,,
Europe,Malta,2020-02-13,,,,,,
Europe,Malta,2020-02-14,,,,,,
Europe,Malta,2020-02-15,,,,,,
Europe,Malta,2020-02-16,,,,,,
Europe,Malta,2020-02-17,,,,,,
Europe,Malta,2020-02-18,,,,,,
Europe,Malta,2020-02-19,,,,,,
Europe,Malta,2020-02-20,,,,,,
Europe,Malta,2020-02-21,,,,,,
Europe,Malta,2020-02-22,,,,,,
Europe,Malta,2020-02-23,,,,,,
Europe,Malta,2020-02-24,,,,,,
Europe,Malta,2020-02-25,,,,,,
Europe,Malta,2020-02-26,,,,,,
Europe,Malta,2020-02-27,,,,,,
Europe,Malta,2020-02-28,,,,,,
Europe,Malta,2020-02-29,,,,,,
Europe,Malta,2020-03-01,,,,,,
Europe,Malta,2020-03-02,,,,,,
Europe,Malta,2020-03-03,,,,,,
Europe,Malta,2020-03-04,,,,,,
Europe,Malta,2020-03-05,,,,,,
Europe,Malta,2020-03-06,,,,,,
Europe,Malta,2020-03-07,3.0,,,,6.794,
Europe,Malta,2020-03-08,3.0,,,,6.794,
Europe,Malta,2020-03-09,3.0,,,,6.794,
Europe,Malta,2020-03-10,5.0,,,,11.324000000000002,
Europe,Malta,2020-03-11,6.0,,,,13.589,
Europe,Malta,2020-03-12,6.0,,,,13.589,
Europe,Malta,2020-03-13,12.0,1.286,,0.0,27.178,
Europe,Malta,2020-03-14,18.0,2.1430000000000002,,0.0,40.766999999999996,
Europe,Malta,2020-03-15,21.0,2.571,,0.0,47.56100000000001,
Europe,Malta,2020-03-16,30.0,3.8569999999999998,,0.0,67.944,
Europe,Malta,2020-03-17,38.0,4.7139999999999995,,0.0,86.06299999999999,
Europe,Malta,2020-03-18,38.0,4.571000000000001,,0.0,86.06299999999999,
Europe,Malta,2020-03-19,53.0,6.7139999999999995,,0.0,120.035,
Europe,Malta,2020-03-20,64.0,7.428999999999999,,0.0,144.94799999999998,
Europe,Malta,2020-03-21,73.0,7.857,,0.0,165.331,
Europe,Malta,2020-03-22,90.0,9.857000000000001,,0.0,203.833,
Europe,Malta,2020-03-23,107.0,11.0,,0.0,242.334,
Europe,Malta,2020-03-24,110.0,10.286,,0.0,249.12900000000002,
Europe,Malta,2020-03-25,129.0,13.0,,0.0,292.16,
Europe,Malta,2020-03-26,134.0,11.571,,0.0,303.48400000000004,
Europe,Malta,2020-03-27,139.0,10.714,,0.0,314.808,
Europe,Malta,2020-03-28,149.0,10.857000000000001,,0.0,337.45599999999996,
Europe,Malta,2020-03-29,151.0,8.714,,0.0,341.986,
Europe,Malta,2020-03-30,156.0,7.0,,0.0,353.31,
Europe,Malta,2020-03-31,169.0,8.429,,0.0,382.75199999999995,
Europe,Malta,2020-04-01,188.0,8.429,,0.0,425.783,
Europe,Malta,2020-04-02,196.0,8.857000000000001,,0.0,443.902,
Europe,Malta,2020-04-03,202.0,9.0,,0.0,457.491,
Europe,Malta,2020-04-04,213.0,9.142999999999999,,0.0,482.404,
Europe,Malta,2020-04-05,227.0,10.857000000000001,,0.0,514.111,
Europe,Malta,2020-04-06,241.0,12.142999999999999,,0.0,545.818,
Europe,Malta,2020-04-07,293.0,17.714000000000002,,0.0,663.5880000000001,
Europe,Malta,2020-04-08,299.0,15.857000000000001,1.0,0.0,677.177,2.265
Europe,Malta,2020-04-09,337.0,20.143,2.0,0.14300000000000002,763.2389999999999,4.53
Europe,Malta,2020-04-10,350.0,21.143,2.0,0.14300000000000002,792.682,4.53
Europe,Malta,2020-04-11,370.0,22.429000000000002,3.0,0.28600000000000003,837.9780000000001,6.794
Europe,Malta,2020-04-12,378.0,21.570999999999998,3.0,0.28600000000000003,856.097,6.794
Europe,Malta,2020-04-13,384.0,20.429000000000002,3.0,0.28600000000000003,869.685,6.794
Europe,Malta,2020-04-14,393.0,14.286,3.0,0.28600000000000003,890.069,6.794
Europe,Malta,2020-04-15,399.0,14.286,3.0,0.28600000000000003,903.6569999999999,6.794
Europe,Malta,2020-04-16,412.0,10.714,3.0,0.14300000000000002,933.1,6.794
Europe,Malta,2020-04-17,422.0,10.286,3.0,0.14300000000000002,955.748,6.794
Europe,Malta,2020-04-18,426.0,8.0,3.0,0.0,964.807,6.794
Europe,Malta,2020-04-19,427.0,7.0,3.0,0.0,967.072,6.794
Europe,Malta,2020-04-20,431.0,6.7139999999999995,3.0,0.0,976.1310000000001,6.794
Europe,Malta,2020-04-21,443.0,7.143,3.0,0.0,1003.309,6.794
Europe,Malta,2020-04-22,444.0,6.428999999999999,3.0,0.0,1005.574,6.794
Europe,Malta,2020-04-23,445.0,4.7139999999999995,3.0,0.0,1007.8380000000001,6.794
Europe,Malta,2020-04-24,447.0,3.571,3.0,0.0,1012.368,6.794
Europe,Malta,2020-04-25,448.0,3.1430000000000002,4.0,0.14300000000000002,1014.633,9.059
Europe,Malta,2020-04-26,448.0,3.0,4.0,0.14300000000000002,1014.633,9.059
Europe,Malta,2020-04-27,450.0,2.714,4.0,0.14300000000000002,1019.163,9.059
Europe,Malta,2020-04-28,458.0,2.1430000000000002,4.0,0.14300000000000002,1037.281,9.059
Europe,Malta,2020-04-29,463.0,2.714,4.0,0.14300000000000002,1048.605,9.059
Europe,Malta,2020-04-30,465.0,2.8569999999999998,4.0,0.14300000000000002,1053.135,9.059
Europe,Malta,2020-05-01,467.0,2.8569999999999998,4.0,0.14300000000000002,1057.664,9.059
Europe,Malta,2020-05-02,468.0,2.8569999999999998,4.0,0.0,1059.9289999999999,9.059
Europe,Malta,2020-05-03,477.0,4.143,4.0,0.0,1080.312,9.059
Europe,Malta,2020-05-04,480.0,4.2860000000000005,4.0,0.0,1087.107,9.059
Europe,Malta,2020-05-05,482.0,3.429,5.0,0.14300000000000002,1091.636,11.324000000000002
Europe,Malta,2020-05-06,484.0,3.0,5.0,0.14300000000000002,1096.1660000000002,11.324000000000002
Europe,Malta,2020-05-07,486.0,3.0,5.0,0.14300000000000002,1100.6960000000001,11.324000000000002
Europe,Malta,2020-05-08,489.0,3.1430000000000002,5.0,0.14300000000000002,1107.49,11.324000000000002
Europe,Malta,2020-05-09,490.0,3.1430000000000002,5.0,0.14300000000000002,1109.755,11.324000000000002
Europe,Malta,2020-05-10,496.0,2.714,5.0,0.14300000000000002,1123.344,11.324000000000002
Europe,Malta,2020-05-11,503.0,3.286,5.0,0.14300000000000002,1139.197,11.324000000000002
Europe,Malta,2020-05-12,506.0,3.429,5.0,0.0,1145.992,11.324000000000002
Europe,Malta,2020-05-13,508.0,3.429,6.0,0.14300000000000002,1150.521,13.589
Europe,Malta,2020-05-14,522.0,5.143,6.0,0.14300000000000002,1182.229,13.589
Europe,Malta,2020-05-15,532.0,6.143,6.0,0.14300000000000002,1204.877,13.589
Europe,Malta,2020-05-16,546.0,8.0,6.0,0.14300000000000002,1236.5839999999998,13.589
Europe,Malta,2020-05-17,553.0,8.142999999999999,6.0,0.14300000000000002,1252.437,13.589
Europe,Malta,2020-05-18,558.0,7.857,6.0,0.14300000000000002,1263.762,13.589
Europe,Malta,2020-05-19,569.0,9.0,6.0,0.14300000000000002,1288.674,13.589
Europe,Malta,2020-05-20,584.0,10.857000000000001,6.0,0.0,1322.646,13.589
Europe,Malta,2020-05-21,599.0,11.0,6.0,0.0,1356.619,13.589
Europe,Malta,2020-05-22,600.0,9.714,6.0,0.0,1358.8829999999998,13.589
Europe,Malta,2020-05-23,609.0,9.0,6.0,0.0,1379.267,13.589
Europe,Malta,2020-05-24,610.0,8.142999999999999,6.0,0.0,1381.531,13.589
Europe,Malta,2020-05-25,611.0,7.571000000000001,6.0,0.0,1383.796,13.589
Europe,Malta,2020-05-26,611.0,6.0,6.0,0.0,1383.796,13.589
Europe,Malta,2020-05-27,612.0,4.0,7.0,0.14300000000000002,1386.0610000000001,15.854000000000001
Europe,Malta,2020-05-28,616.0,2.4290000000000003,7.0,0.14300000000000002,1395.12,15.854000000000001
Europe,Malta,2020-05-29,616.0,2.286,9.0,0.429,1395.12,20.383
Europe,Malta,2020-05-30,618.0,1.286,9.0,0.429,1399.65,20.383
